id,product,campaign_type,campaign,channel,date,conversions
8360,product a,always on,always on,tiktok,2022-05-27,275.8165696
8361,product a,always on,always on,tiktok,2022-05-28,283.8270826
8362,product a,always on,always on,tiktok,2022-05-29,263.003272
8363,product a,always on,always on,tiktok,2022-05-30,2189.157938
8364,product a,always on,always on,tiktok,2022-05-31,269.1765252
8365,product a,always on,always on,tiktok,2022-06-01,268.1102963
8366,product a,always on,always on,tiktok,2022-06-02,254.9532105
8367,product a,always on,always on,tiktok,2022-06-03,275.5934193
8368,product a,always on,always on,tiktok,2022-06-04,284.8837924
8369,product a,always on,always on,tiktok,2022-06-05,269.1382295
8370,product a,always on,always on,tiktok,2022-06-06,2214.878143
8371,product a,always on,always on,tiktok,2022-06-07,263.3160139
8372,product a,always on,always on,tiktok,2022-06-08,273.3546456
8373,product a,always on,always on,tiktok,2022-06-09,258.0471984
8374,product a,always on,always on,tiktok,2022-06-10,272.3733814
8375,product a,always on,always on,tiktok,2022-06-11,271.0293437
8376,product a,always on,always on,tiktok,2022-06-12,271.5014175
8377,product a,always on,always on,tiktok,2022-06-13,2240.00803
8378,product a,always on,always on,tiktok,2022-06-14,277.2056043
8379,product a,always on,always on,tiktok,2022-06-15,259.9591661
8380,product a,always on,always on,tiktok,2022-06-16,271.0971242
8381,product a,always on,always on,tiktok,2022-06-17,272.4592235
8382,product a,always on,always on,tiktok,2022-06-18,274.4790761
8383,product a,always on,always on,tiktok,2022-06-19,278.7668964
8384,product a,always on,always on,tiktok,2022-06-20,2255.564191
8385,product a,always on,always on,tiktok,2022-06-21,274.7035123
8386,product a,always on,always on,tiktok,2022-06-22,273.1352454
8387,product a,always on,always on,tiktok,2022-06-23,288.2079072
8388,product a,always on,always on,tiktok,2022-06-24,275.0804213
8389,product a,always on,always on,tiktok,2022-06-25,270.5722665
8390,product a,always on,always on,tiktok,2022-06-26,269.9103934
8391,product a,always on,always on,tiktok,2022-06-27,2252.441302
8392,product a,always on,always on,tiktok,2022-06-28,286.3140717
8393,product a,always on,always on,tiktok,2022-06-29,266.5978259
8394,product a,always on,always on,tiktok,2022-06-30,270.3367725
8395,product a,always on,always on,tiktok,2022-07-01,277.5818634
8396,product a,always on,always on,tiktok,2022-07-02,268.6088381
8397,product a,always on,always on,tiktok,2022-07-03,269.3882155
8398,product a,always on,always on,tiktok,2022-07-04,2289.630263
8399,product a,always on,always on,tiktok,2022-07-05,272.8854296
8400,product a,always on,always on,tiktok,2022-07-06,267.6475259
8401,product a,always on,always on,tiktok,2022-07-07,272.4545792
8402,product a,always on,always on,tiktok,2022-07-08,275.9745007
8403,product a,always on,always on,tiktok,2022-07-09,260.5671713
8404,product a,always on,always on,tiktok,2022-07-10,264.2765848
8405,product a,always on,always on,tiktok,2022-07-11,2227.823435
8406,product a,always on,always on,tiktok,2022-07-12,260.2081691
8407,product a,always on,always on,tiktok,2022-07-13,269.0995838
8408,product a,always on,always on,tiktok,2022-07-14,263.2313015
8409,product a,always on,always on,tiktok,2022-07-15,267.2034387
8410,product a,always on,always on,tiktok,2022-07-16,260.938047
8411,product a,always on,always on,tiktok,2022-07-17,261.3166281
8412,product a,always on,always on,tiktok,2022-07-18,2278.797491
8413,product a,always on,always on,tiktok,2022-07-19,279.9317018
8414,product a,always on,always on,tiktok,2022-07-20,260.4712223
8415,product a,always on,always on,tiktok,2022-07-21,272.9180277
8416,product a,always on,always on,tiktok,2022-07-22,279.7857194
8417,product a,always on,always on,tiktok,2022-07-23,283.2795
8418,product a,always on,always on,tiktok,2022-07-24,276.9385379
8419,product a,always on,always on,tiktok,2022-07-25,2257.804638
8420,product a,always on,always on,tiktok,2022-07-26,281.3204826
8421,product a,always on,always on,tiktok,2022-07-27,285.1340769
8422,product a,always on,always on,tiktok,2022-07-28,274.4309397
8423,product a,always on,always on,tiktok,2022-07-29,269.0815874
8424,product a,always on,always on,tiktok,2022-07-30,262.9798882
8425,product a,always on,always on,tiktok,2022-07-31,263.1390512
8426,product a,always on,always on,tiktok,2022-08-01,2262.991358
8427,product a,always on,always on,tiktok,2022-08-02,271.99702
8428,product a,always on,always on,tiktok,2022-08-03,261.4621198
8429,product a,always on,always on,tiktok,2022-08-04,274.7957863
8430,product a,always on,always on,tiktok,2022-08-05,253.8388721
8431,product a,always on,always on,tiktok,2022-08-06,279.0242078
8432,product a,always on,always on,tiktok,2022-08-07,263.6150025
8433,product a,always on,always on,tiktok,2022-08-08,2293.133272
8434,product a,always on,always on,tiktok,2022-08-09,268.9094623
8435,product a,always on,always on,tiktok,2022-08-10,281.6816124
8436,product a,always on,always on,tiktok,2022-08-11,281.5104781
8437,product a,always on,always on,tiktok,2022-08-12,274.7204596
8438,product a,always on,always on,tiktok,2022-08-13,282.4734792
8439,product a,always on,always on,tiktok,2022-08-14,268.033948
8440,product a,always on,always on,tiktok,2022-08-15,2220.533069
8441,product a,always on,always on,tiktok,2022-08-16,270.2762953
8442,product a,always on,always on,tiktok,2022-08-17,278.1028211
8443,product a,always on,always on,tiktok,2022-08-18,273.293687
8444,product a,always on,always on,tiktok,2022-08-19,255.8226327
8445,product a,always on,always on,tiktok,2022-08-20,269.0820166
8446,product a,always on,always on,tiktok,2022-08-21,276.0730822
8447,product a,always on,always on,tiktok,2022-08-22,2201.975171
8448,product a,always on,always on,tiktok,2022-08-23,268.2130116
8449,product a,always on,always on,tiktok,2022-08-24,283.6379042
8450,product a,always on,always on,tiktok,2022-08-25,259.5390474
8451,product a,always on,always on,tiktok,2022-08-26,270.696361
8452,product a,always on,always on,tiktok,2022-08-27,272.4610893
8453,product a,always on,always on,tiktok,2022-08-28,274.4101091
8454,product a,always on,always on,tiktok,2022-08-29,2242.313847
8455,product a,always on,always on,tiktok,2022-08-30,282.175957
8456,product a,always on,always on,tiktok,2022-08-31,275.3592142
8457,product a,always on,always on,tiktok,2022-09-01,266.7614448
8458,product a,always on,always on,tiktok,2022-09-02,280.2292196
8459,product a,always on,always on,tiktok,2022-09-03,274.7142955
8460,product a,always on,always on,tiktok,2022-09-04,265.7513809
8461,product a,always on,always on,tiktok,2022-09-05,2226.256259
8462,product a,always on,always on,tiktok,2022-09-06,262.3008547
8463,product a,always on,always on,tiktok,2022-09-07,261.1657503
8464,product a,always on,always on,tiktok,2022-09-08,275.8368916
8465,product a,always on,always on,tiktok,2022-09-09,268.6004953
8466,product a,always on,always on,tiktok,2022-09-10,276.585035
8467,product a,always on,always on,tiktok,2022-09-11,261.1762881
8468,product a,always on,always on,tiktok,2022-09-12,2264.232707
8469,product a,always on,always on,tiktok,2022-09-13,269.9045992
8470,product a,always on,always on,tiktok,2022-09-14,274.9996836
8471,product a,always on,always on,tiktok,2022-09-15,280.5707867
8472,product a,always on,always on,tiktok,2022-09-16,275.645079
8473,product a,always on,always on,tiktok,2022-09-17,269.6940898
8474,product a,always on,always on,tiktok,2022-09-18,267.2481307
8475,product a,always on,always on,tiktok,2022-09-19,2249.900646
8476,product a,always on,always on,tiktok,2022-09-20,270.2365903
8477,product a,always on,always on,tiktok,2022-09-21,274.8636311
8478,product a,always on,always on,tiktok,2022-09-22,278.8707624
8479,product a,always on,always on,tiktok,2022-09-23,242.6165665
8480,product a,always on,always on,tiktok,2022-09-24,275.2738728
8481,product a,always on,always on,tiktok,2022-09-25,259.2919402
8482,product a,always on,always on,tiktok,2022-09-26,2292.577154
8483,product a,always on,always on,tiktok,2022-09-27,266.6624083
8484,product a,always on,always on,tiktok,2022-09-28,264.2675987
8485,product a,always on,always on,tiktok,2022-09-29,263.720328
8486,product a,always on,always on,tiktok,2022-09-30,268.7317427
8487,product a,always on,always on,tiktok,2022-10-01,270.7245374
8488,product a,always on,always on,tiktok,2022-10-02,288.0440599
8489,product a,always on,always on,tiktok,2022-10-03,2227.515367
8490,product a,always on,always on,tiktok,2022-10-04,269.0600495
8491,product a,always on,always on,tiktok,2022-10-05,273.8899615
8492,product a,always on,always on,tiktok,2022-10-06,265.4636899
8493,product a,always on,always on,tiktok,2022-10-07,264.9987052
8494,product a,always on,always on,tiktok,2022-10-08,279.1713375
8495,product a,always on,always on,tiktok,2022-10-09,282.3293426
8496,product a,always on,always on,tiktok,2022-10-10,2194.859143
8497,product a,always on,always on,tiktok,2022-10-11,263.1114727
8498,product a,always on,always on,tiktok,2022-10-12,273.6112593
8499,product a,always on,always on,tiktok,2022-10-13,273.7246204
8500,product a,always on,always on,tiktok,2022-10-14,272.2367256
8501,product a,always on,always on,tiktok,2022-10-15,267.1201888
8502,product a,always on,always on,tiktok,2022-10-16,257.0495204
8503,product a,always on,always on,tiktok,2022-10-17,2243.810066
8504,product a,always on,always on,tiktok,2022-10-18,271.0074649
8505,product a,always on,always on,tiktok,2022-10-19,270.0390966
8506,product a,always on,always on,tiktok,2022-10-20,268.5706612
8507,product a,always on,always on,tiktok,2022-10-21,264.1713612
8508,product a,always on,always on,tiktok,2022-10-22,265.7668308
8509,product a,always on,always on,tiktok,2022-10-23,280.7366392
8510,product a,always on,always on,tiktok,2022-10-24,2205.42765
8511,product a,always on,always on,tiktok,2022-10-25,252.1738744
8512,product a,always on,always on,tiktok,2022-10-26,278.4596533
8513,product a,always on,always on,tiktok,2022-10-27,285.5723246
8514,product a,always on,always on,tiktok,2022-10-28,265.4352858
8515,product a,always on,always on,tiktok,2022-10-29,275.0545375
8516,product a,always on,always on,tiktok,2022-10-30,269.6043627
8517,product a,always on,always on,tiktok,2022-10-31,2232.875331
8518,product a,always on,always on,tiktok,2022-11-01,269.0055282
8519,product a,always on,always on,tiktok,2022-11-02,262.6415499
8520,product a,always on,always on,tiktok,2022-11-03,261.733385
8521,product a,always on,always on,tiktok,2022-11-04,257.2425589
8522,product a,always on,always on,tiktok,2022-11-05,274.741559
8523,product a,always on,always on,tiktok,2022-11-06,255.9770836
8524,product a,always on,always on,tiktok,2022-11-07,2237.865954
8525,product a,always on,always on,tiktok,2022-11-08,247.8226561
8526,product a,always on,always on,tiktok,2022-11-09,283.3563962
8527,product a,always on,always on,tiktok,2022-11-10,271.5127318
8528,product a,always on,always on,tiktok,2022-11-11,278.5485769
8529,product a,always on,always on,tiktok,2022-11-12,267.1839538
8530,product a,always on,always on,tiktok,2022-11-13,287.1166174
8531,product a,always on,always on,tiktok,2022-11-14,2232.557085
8532,product a,always on,always on,tiktok,2022-11-15,273.7132581
8533,product a,always on,always on,tiktok,2022-11-16,262.7794744
8534,product a,always on,always on,tiktok,2022-11-17,264.3934053
8535,product a,always on,always on,tiktok,2022-11-18,265.0615424
8536,product a,always on,always on,tiktok,2022-11-19,266.6887599
8537,product a,always on,always on,tiktok,2022-11-20,261.0512762
8538,product a,always on,always on,tiktok,2022-11-21,2211.100194
8539,product a,always on,always on,tiktok,2022-11-22,272.5270568
8540,product a,always on,always on,tiktok,2022-11-23,249.4961592
8541,product a,always on,always on,tiktok,2022-11-24,265.0979296
8542,product a,always on,always on,tiktok,2022-11-25,267.2619865
8543,product a,always on,always on,tiktok,2022-11-26,266.6815656
8544,product a,always on,always on,tiktok,2022-11-27,269.3745348
8545,product a,always on,always on,tiktok,2022-11-28,2247.322882
8546,product a,always on,always on,tiktok,2022-11-29,279.1371856
8547,product a,always on,always on,tiktok,2022-11-30,271.8158885
8548,product a,always on,always on,tiktok,2022-12-01,280.6534918
8549,product a,always on,always on,tiktok,2022-12-02,279.9582806
8550,product a,always on,always on,tiktok,2022-12-03,266.8165815
8551,product a,always on,always on,tiktok,2022-12-04,272.2410339
8552,product a,always on,always on,tiktok,2022-12-05,2226.765019
8553,product a,always on,always on,tiktok,2022-12-06,266.0865374
8554,product a,always on,always on,tiktok,2022-12-07,279.2149787
8555,product a,always on,always on,tiktok,2022-12-08,269.5828391
8556,product a,always on,always on,tiktok,2022-12-09,259.4224505
8557,product a,always on,always on,tiktok,2022-12-10,259.2042242
8558,product a,always on,always on,tiktok,2022-12-11,281.5674182
8559,product a,always on,always on,tiktok,2022-12-12,2239.167944
8560,product a,always on,always on,tiktok,2022-12-13,261.9393305
8561,product a,always on,always on,tiktok,2022-12-14,283.6833265
8562,product a,always on,always on,tiktok,2022-12-15,268.9173813
8563,product a,always on,always on,tiktok,2022-12-16,265.3985345
8564,product a,always on,always on,tiktok,2022-12-17,267.3009504
8565,product a,always on,always on,tiktok,2022-12-18,260.129539
8566,product a,always on,always on,tiktok,2022-12-19,2220.784239
8567,product a,always on,always on,tiktok,2022-12-20,284.0701144
8568,product a,always on,always on,tiktok,2022-12-21,272.7583581
8569,product a,always on,always on,tiktok,2022-12-22,287.8011334
8570,product a,always on,always on,tiktok,2022-12-23,260.1020684
8571,product a,always on,always on,tiktok,2022-12-24,260.3558613
8572,product a,always on,always on,tiktok,2022-12-25,251.1048993
8573,product a,always on,always on,tiktok,2022-12-26,2236.583921
8574,product a,always on,always on,tiktok,2022-12-27,263.9791123
8575,product a,always on,always on,tiktok,2022-12-28,261.8126344
